id,name,state,zip,website
1200,EMPIRE BEAUTY SCHOOL-QUEENS,NY,11103,www.empire.edu/
1201,EDP UNIVERSITY OF PUERTO RICO INC-SAN SEBASTIAN,PR,00685,www.edpuniversity.edu/
1202,INTER AMERICAN UNIVERSITY OF PUERTO RICO-AGUADILLA,PR,00603,aguadilla.inter.edu/
1203,FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,FL,32809,https://www.fcim.edu/
1204,ROCKY VISTA UNIVERSITY,CO,80134,www.rvu.edu/
1205,GEMINI SCHOOL OF VISUAL ARTS & COMMUNICATION,TX,78613,geminischool.com/
1206,PAUL MITCHELL THE SCHOOL-WOODBRIDGE,VA,22192,paulmitchell.edu/woodbridge
1207,SUMNER COLLEGE,OR,97220,sumnercollege.edu/
1208,SUFFOLK COUNTY COMMUNITY COLLEGE,NY,11784,https://www.sunysuffolk.edu/
1209,ATLANTA INSTITUTE OF MUSIC AND MEDIA,GA,30096,aimm.edu/
1210,CARLOW UNIVERSITY,PA,15213,www.carlow.edu/
1211,BUCKS COUNTY SCHOOL OF BEAUTY CULTURE INC,PA,19053,www.bcsbc.edu/
1212,TRI COUNTY REGIONAL VOCATIONAL TECHNICAL HIGH SCHOOL,MA,02038,www.tri-county.us/
1213,UNIVERSITY OF HAWAII AT MANOA,HI,96822,https://manoa.hawaii.edu/
1214,UNIVERSITY OF MICHIGAN-FLINT,MI,48502,www.umflint.edu/
1215,SCOTT COLLEGE OF COSMETOLOGY,WV,26003,www.scottcollegeofcosmetology.edu/
1216,COPIAH-LINCOLN COMMUNITY COLLEGE,MS,39191,www.colin.edu/
1217,PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY,DC,20064,www.johnpaulii.edu/
1218,ISLAND DRAFTING AND TECHNICAL INSTITUTE,NY,11701,https://www.idti.edu/
1219,OTSEGO AREA BOCES-PRACTICAL NURSING PROGRAM,NY,13820,www.oncboces.org/
1220,YESHIVA SHAAR HATORAH,NY,11418,shaarhatorah.edu/
1221,GERBERS AKRON BEAUTY SCHOOL,OH,44313,akronbeautyschool.com/
1222,TINT SCHOOL OF MAKEUP AND COSMETOLOGY-DALLAS,TX,75051,www.tintdallasmakeupcosmetologyschool.com/
1223,ARIZONA BOARD OF REGENTS,AZ,85004,www.azregents.edu/
1224,ACADEMY OF HAIR DESIGN-JASPER,TX,75951,lufkinhairdesign.com/
1225,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,AZ,85012,www.pihma.edu/
1226,PRESCOTT COLLEGE,AZ,86301,https://www.prescott.edu/
1227,LA JAMES INTERNATIONAL COLLEGE-IOWA CITY,IA,52245,www.ljic.edu/
1228,WISCONSIN LUTHERAN COLLEGE,WI,53226,www.wlc.edu/
1229,MR JOHN'S SCHOOL OF COSMETOLOGY & NAILS-JACKSONVILLE,IL,62650,mrjohns.com
1230,LEGRAND INSTITUTE OF COSMETOLOGY INC,SC,29020,www.legrandinstitute.com/
1231,OBERLIN COLLEGE,OH,44074,www.oberlin.edu/
1232,PORTLAND COMMUNITY COLLEGE,OR,97219,www.pcc.edu/
1233,WELDER TRAINING AND TESTING INSTITUTE,PA,18109,www.wtti.edu/
1234,OLIVET NAZARENE UNIVERSITY,IL,60914,www.olivet.edu/
1235,MARIAN UNIVERSITY,IN,46222,www.marian.edu/
1236,LAS POSITAS COLLEGE,CA,94551,www.laspositascollege.edu/
1237,EASTERN CENTER FOR ARTS AND TECHNOLOGY,PA,19090,www.eastech.org/
1238,MORGAN COMMUNITY COLLEGE,CO,80701,https://www.morgancc.edu/
1239,MENDOCINO COLLEGE,CA,95482,www.mendocino.edu/
1240,MAYFIELD COLLEGE,CA,92234,www.mayfieldcollege.edu/
1241,GRAMBLING STATE UNIVERSITY,LA,71245,www.gram.edu/
1242,HAIR ACADEMY,MD,20784,www.hairacademymd.com/
1243,LAKE CAREER AND TECHNICAL CENTER,MO,65020,https://lctc.camdentonschools.org/
1244,NATIONAL HOLISTIC INSTITUTE,CA,94608,www.nhi.edu/
1245,HUMBOLDT STATE UNIVERSITY,CA,95521,www.humboldt.edu/
1246,DOMINICAN UNIVERSITY,IL,60305,www.dom.edu/
1247,TONI & GUY HAIRDRESSING ACADEMY-WORCESTER,MA,01605,worcester.toniguy.edu/
1248,LAURUS COLLEGE,CA,93401,www.lauruscollege.edu/
1249,PAUL MITCHELL THE SCHOOL-HUNTSVILLE,AL,35758,https://paulmitchell.edu/huntsville
1250,TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO,IL,60637,www.ttic.edu/
1251,EASTERN COLLEGE OF HEALTH VOCATIONS-LITTLE ROCK,AR,72205,www.easterncollege.edu/
1252,ALLEN COLLEGE,IA,50703,www.allencollege.edu/
1253,MISSISSIPPI DELTA COMMUNITY COLLEGE,MS,38761,www.msdelta.edu/
1254,THE COLLEGE OF THE FLORIDA KEYS,FL,33040,https://www.cfk.edu/
1255,THOMAS EDISON STATE UNIVERSITY,NJ,08608,www.tesu.edu/
1256,RINGLING COLLEGE OF ART AND DESIGN,FL,34234,https://www.ringling.edu/
1257,ATLANTA SCHOOL OF MASSAGE,GA,30338,www.atlantaschoolofmassage.com/
1258,RAMAPO COLLEGE OF NEW JERSEY,NJ,07430,www.ramapo.edu/
1259,LANSDALE SCHOOL OF COSMETOLOGY INC,PA,19446,www.lansdalecosmetology.com/
1260,HARTWICK COLLEGE,NY,13820,www.hartwick.edu/
1261,ST. THOMAS AQUINAS COLLEGE,NY,10976,www.stac.edu/
1262,CINCINNATI SCHOOL OF BARBERING & HAIR DESIGN,OH,45239,cincinnatischoolofbarbering.com/
1263,SALON SUCCESS ACADEMY-WEST COVINA,CA,91790,www.salonsuccessacademy.com/
1264,LATIN AMERICAN BIBLE INSTITUTE,CA,91746,labi.edu/
1265,UNITECH TRAINING ACADEMY-LAKE CHARLES,LA,70601,www.unitechtrainingacademy.com/
1266,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,75708,https://www.uthct.edu/
1267,RIVER VALLEY SCHOOL OF MASSAGE,AR,72802,https://www.rvsmassage.com/
1268,PIMA MEDICAL INSTITUTE-PHOENIX,AZ,85029,www.pmi.edu/
1269,SAN IGNACIO UNIVERSITY,FL,33178,www.sanignaciouniversity.edu/
1270,EA LA MAR'S COSMETOLOGY & BARBER COLLEGE,MO,64127,https://www.ealamarscollege.com/
1271,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,MN,56701,www.northlandcollege.edu/
1272,THE COLLEGE OF HEALTH CARE PROFESSIONS-MCALLEN CAMPUS,TX,78504,www.chcp.edu/
1273,CHAMBERLAIN UNIVERSITY-CALIFORNIA,CA,95670,https://www.chamberlain.edu/
1274,DENISON UNIVERSITY,OH,43023,https://www.denison.edu/
1275,OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES,OK,74107,https://medicine.okstate.edu/
1276,ALAMANCE COMMUNITY COLLEGE,NC,27253,www.alamancecc.edu/
1277,BUTLER COUNTY COMMUNITY COLLEGE,PA,16002,www.bc3.edu/
1278,SOUTH UNIVERSITY-RICHMOND,VA,23060,"www.southuniversity.edu/richmond#location=Richmond, VA"
1279,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-KNOXVILLE,TN,37919,https://www.tcatknoxville.edu/
1280,BETHESDA UNIVERSITY,CA,92801,www.buc.edu/
1281,LINCOLN TECHNICAL INSTITUTE-SOMERVILLE,MA,02145,www.lincolntech.edu/campus/somerville-ma
1282,COLLEGE OF MASSAGE THERAPY,ID,83221,www.collegemassagetherapy.com/
1283,SETON HILL UNIVERSITY,PA,15601,www.setonhill.edu/
1284,CLINTON COLLEGE,SC,29730,www.clintoncollege.edu/
1285,BELLEVUE COLLEGE,WA,98007,https://bellevuecollege.edu/
1286,BEST CARE COLLEGE,NJ,07018,bestcarecollege.edu/
1287,DEWEY UNIVERSITY-MANATI,PR,00674,dewey.edu/
1288,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,36276,www.suscc.edu/
1289,GARDEN CITY COMMUNITY COLLEGE,KS,67846,www.gcccks.edu/
1290,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,NY,14456,www.flhcon.edu/
1291,ZANE STATE COLLEGE,OH,43701,www.zanestate.edu/
1292,WASHINGTON COUNTY CAREER CENTER-ADULT TECHNICAL TRAINING,OH,45750,www.mycareerschool.com/
1293,PURDUE UNIVERSITY FORT WAYNE,IN,46805,www.pfw.edu/
1294,HINTON BARBER AND BEAUTY COLLEGE,CA,94590,hintonbarberbeauty.com/
1295,SHILOH UNIVERSITY,IA,52247,www.shilohuniversity.edu/
1296,SANFORD MEDICAL CENTER,SD,57117,www.sanfordhealth.org/
1297,PIONEER TECHNOLOGY CENTER,OK,74601,pioneertech.edu/
1298,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-DICKSON,TN,37055,https://www.tcatdickson.edu/
1299,STANDARD HEALTHCARE SERVICES-COLLEGE OF NURSING,VA,22043,https://www.standardcollege.edu/
1300,NATIONAL AMERICAN UNIVERSITY-HAROLD D. BUCKINGHAM GRADUATE SCHOOL,SD,57701,www.national.edu/
1301,NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK,MA,02115,https://www.northeastern.edu/learnforlife/
1302,UNIVERSITY OF NEW MEXICO-VALENCIA COUNTY CAMPUS,NM,87031,valencia.unm.edu/
1303,THE COLLEGE OF IDAHO,ID,83605,www.collegeofidaho.edu/
1304,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-MACON,GA,31210,www.miller-motte.edu/
1305,GREENE COUNTY VOCATIONAL SCHOOL DISTRICT,OH,45385,www.greeneccc.com/
1306,UNIVERSITY OF PHOENIX-ILLINOIS,IL,60601,https://www.phoenix.edu/
1307,SAUK VALLEY COMMUNITY COLLEGE,IL,61021,www.svcc.edu/
1308,WEST VIRGINIA JUNIOR COLLEGE-CHARLESTON,WV,25313,www.wvjc.edu/
1309,WENTWORTH INSTITUTE OF TECHNOLOGY,MA,02115,https://wit.edu/
1310,COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS,MN,55802,www.ccucollege.net/
1311,SAN JUAN COLLEGE,NM,87402,www.sanjuancollege.edu/
1312,LINCOLN TECHNICAL INSTITUTE-SOUTH PLAINFIELD,NJ,07080,www.lincolntech.edu/campus/south-plainfield-nj
1313,CARIBBEAN UNIVERSITY-VEGA BAJA,PR,00964,www.caribbean.edu/
1314,COLLEGE OF THE MARSHALL ISLANDS,MH,96960,www.cmi.edu/
1315,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY - COLLEGE OF NURSING,TX,75080,https://www.dni.edu/
1316,LEHIGH CARBON COMMUNITY COLLEGE,PA,18078,www.lccc.edu/
1317,BELLE ACADEMY OF COSMETOLOGY LLC,CT,06704,www.belleacademy.com/
1318,DEVRY UNIVERSITY-GEORGIA,GA,30030,https://www.devry.edu/
1319,JOFFREY BALLET SCHOOL,NY,10011,www.joffreyballetschool.com/
1320,AQUINAS COLLEGE,MI,49506,www.aquinas.edu/
1321,MORRISON INSTITUTE OF TECHNOLOGY,IL,61270,www.morrisontech.edu/
1322,CVPH MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,NY,12901,www.cvph.org/Residency-and-Education/School-of-Radiology/
1323,ARNOLDS BEAUTY SCHOOL,TN,38358,arnoldsbeautyschool.com/
1324,ACADEMY FOR JEWISH RELIGION-CALIFORNIA,CA,90024,www.ajrca.edu/
1325,HOUSTON TRAINING SCHOOL-MAIN CAMPUS,TX,77029,houstontrainingschools.net/
1326,EMPIRE BEAUTY SCHOOL-LACONIA,NH,03246,www.empirebeautyschools.com/
1327,CLARKSON UNIVERSITY,NY,13699,https://www.clarkson.edu/
1328,MARION S WHELAN SCHOOL OF NURSING OF GENEVA GENERAL HOSPITAL,NY,14456,www.mswspn.com/
1329,KENYON COLLEGE,OH,43022,https://www.kenyon.edu/
1330,LOUISIANA STATE UNIVERSITY-ALEXANDRIA,LA,71302,www.lsua.edu/
1331,TONI & GUY HAIRDRESSING ACADEMY-CRANSTON,RI,02920,https://rhodeisland.toniguy.edu/
1332,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-COLUMBUS,GA,31907,https://www.miller-motte.edu/
1333,UNITEK COLLEGE,CA,94538,unitekcollege.edu/
1334,HARRIS SCHOOL OF BUSINESS-UPPER DARBY CAMPUS,PA,19082,www.harrisschool.edu
1335,MOHAVE COMMUNITY COLLEGE,AZ,86409,https://www.mohave.edu/
1336,EMPIRE BEAUTY SCHOOL-MIDLOTHIAN,VA,23112,www.empire.edu/
1337,PRECISION MANUFACTURING INSTITUTE,PA,16335,www.gopmi.org/
1338,OHIO STATE UNIVERSITY AGRICULTURAL TECHNICAL INSTITUTE,OH,44691,ati.osu.edu/
1339,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY,OK,74447,https://osuit.edu/
1340,COMMUNITY COLLEGE OF AURORA,CO,80011,https://www.ccaurora.edu/
1341,LORAIN COUNTY COMMUNITY COLLEGE,OH,44035,https://www.lorainccc.edu/
1342,OLYMPIC COLLEGE,WA,98337,www.olympic.edu/
1343,FRONT RANGE COMMUNITY COLLEGE,CO,80031,www.frontrange.edu/
1344,PIMA MEDICAL INSTITUTE-EAST VALLEY,AZ,85209,pmi.edu/
1345,NORWALK COMMUNITY COLLEGE,CT,06854,https://norwalk.edu/
1346,SEGUIN BEAUTY SCHOOL-SEGUIN,TX,78155,seguinbeautyschool.net/
1347,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AZ,85392,www.estrellamountain.edu/
1348,CYPRESS COLLEGE,CA,90630,www.cypresscollege.edu/
1349,WESTERN IOWA TECH COMMUNITY COLLEGE,IA,51102,https://www.witcc.edu/
1350,RICHLAND COMMUNITY COLLEGE,IL,62521,https://www.richland.edu/
1351,LANE COLLEGE,TN,38301,www.lanecollege.edu/
1352,WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY,WI,53225,www.wspp.edu/
1353,LOS ANGELES CITY COLLEGE,CA,90029,www.lacitycollege.edu/
1354,ALBRIGHT COLLEGE,PA,19612,www.albright.edu/home/
1355,CAREER TECHNICAL INSTITUTE,DC,20005,www.careertechnical.edu/
1356,CHAMBERSBURG BEAUTY SCHOOL,PA,17201,www.chambersburgbeautyschool.com/
1357,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,NY,10065,https://weill.cornell.edu/
1358,INSTITUTE OF CLINICAL ACUPUNCTURE & ORIENTAL MED,HI,96817,www.orientalmedicine.edu/
1359,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,90604,www.scuhs.edu/
1360,ESTES INSTITUTE OF COSMETOLOGY ARTS AND SCIENCE,CA,93291,www.estescosmetology.com/
1361,UNIVERSITY OF PIKEVILLE,KY,41501,www.upike.edu/
1362,POPLAR BLUFF TECHNICAL CAREER CENTER,MO,63901,www.poplarbluffschools.net/
1363,HIGHLANDS COLLEGE OF MONTANA TECH,MT,59701,https://www.mtech.edu/
1364,CITY COLLEGE-FORT LAUDERDALE,FL,33309,https://www.citycollege.edu/
1365,INTERNATIONAL SCHOOL OF SKIN NAILCARE & MASSAGE THERAPY,GA,30342,issnschoolspa.com/
1366,THE SALON PROFESSIONAL ACADEMY-CEDAR FALLS,IA,50613,tspacedarfalls.com/
1367,PAUL MITCHELL THE SCHOOL-PORTSMOUTH,NH,03801,paulmitchell.edu/portsmouth
1368,PARISIAN BEAUTY SCHOOL,NJ,07601,paulmitchell.edu/hackensack/
1369,AUTOMOTIVE TRAINING CENTER-EXTON,PA,19341,www.autotraining.edu/
1370,ALL-STATE CAREER SCHOOL,PA,19029,www.allstatecareer.edu/
1371,BRYAN COLLEGE-DAYTON,TN,37321,www.bryan.edu/
1372,BIG BEND COMMUNITY COLLEGE,WA,98837,https://www.bigbend.edu/
1373,WINSTON-SALEM STATE UNIVERSITY,NC,27110,www.wssu.edu/
1374,NIAGARA COUNTY COMMUNITY COLLEGE,NY,14132,www.niagaracc.suny.edu/
1375,UNIVERSITY OF SAINT KATHERINE,CA,92069,www.usk.edu/
1376,WILLIAMSON COLLEGE OF THE TRADES,PA,19063,https://www.williamson.edu/
1377,DANIEL MORGAN GRADUATE SCHOOL OF NATIONAL SECURITY,DC,20036,dmgs.org/
1378,LYNNES WELDING TRAINING-BISMARCK,ND,58504,learntoweld.com/
1379,FORTIS INSTITUTE-COOKEVILLE,TN,38501,www.fortis.edu/
1380,MAINE MEDIA COLLEGE,ME,04856,https://www.mainemedia.edu/college/
1381,MEDICAL CAREER COLLEGE OF NORTHERN CALIFORNIA,CA,95678,https://medicalcareercollege.net/
1382,MIXED INSTITUTE OF COSMETOLOGY & BARBER,CA,95823,www.mix-ed.com
1383,LIL LOU'S BEAUTY AND BARBER COLLEGE-HAMMOND,IN,46320,www.lillousbeautyandbarbercollege.com
1384,KC BEAUTY ACADEMY,CA,90012,www.kcbeautyacademy.com
1385,DAVENPORT UNIVERSITY - DETROIT,MI,48202,NOT AVAILABLE
1386,PONTIFICAL FACULTY OF THE IMMACULATE CONCEPTION AT THE DOMINICAN HOUSE OF STUDIES,DC,20017,www.dhs.edu/
1387,LONGWOOD UNIVERSITY,VA,23909,www.longwood.edu/
1388,FLORIDA CAREER COLLEGE-TAMPA,FL,33619,https://www.floridacareercollege.edu/
1389,IOWA LAKES COMMUNITY COLLEGE,IA,51334,www.iowalakes.edu/
1390,KENTUCKY HORSESHOEING SCHOOL,KY,40475,www.kentuckyhorseshoeingschool.com/
1391,INDIANA WESLEYAN UNIVERSITY-NATIONAL & GLOBAL,IN,46953,https://www.indwes.edu/
1392,ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSMETOLOGY,AL,36545,www.alabamaschoolofnailtechnology.com/
1393,OWENS COMMUNITY COLLEGE,OH,43551,https://www.owens.edu/
1394,LA BELLE BEAUTY SCHOOL,FL,33012,labellebeauty.net/
1395,CAPE COD COMMUNITY COLLEGE,MA,02668,www.capecod.edu/
1396,UPMC SHADYSIDE SCHOOL OF NURSING,PA,15232,https://www.upmc.com/shyson
1397,THE COLLEGE OF HEALTH CARE PROFESSIONS-SAN ANTONIO,TX,78229,chcp.edu/
1398,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,WA,98034,https://www.lwtech.edu/
1399,NORTH-WEST COLLEGE-GLENDALE,CA,91203,www.nw.edu/
1400,CITY COLLEGE OF SAN FRANCISCO,CA,94112,www.ccsf.edu/
1401,CITY COLLEGES OF CHICAGO-WILBUR WRIGHT COLLEGE,IL,60634,ccc.edu/colleges/wright/pages/default.aspx
1402,COLLEGE OF DUPAGE,IL,60137,www.cod.edu/
1403,AMBERTON UNIVERSITY,TX,75041,www.amberton.edu/
1404,FERRUM COLLEGE,VA,24088,www.ferrum.edu/
1405,GROVE CITY COLLEGE,PA,16127,www.gcc.edu/
1406,KILGORE COLLEGE,TX,75662,https://www.kilgore.edu/
1407,RICCI'S ACADEMY OF COSMETOLOGY,CT,06470,newtown.toniguy.edu/
1408,TUNXIS COMMUNITY COLLEGE,CT,06032,www.tunxis.edu/
1409,CECIL COLLEGE,MD,21901,www.cecil.edu/
1410,MOUNTAIN STATE SCHOOL OF MASSAGE,WV,25304,www.mtnstmassage.com/
1411,UNIVERSITY OF MISSISSIPPI,MS,38677,www.olemiss.edu/
1412,Z HAIR ACADEMY,KS,66223,www.zhairacademy.com/
1413,COLLEGEAMERICA-FLAGSTAFF,AZ,86001,www.collegeamerica.edu/
1414,YOUNG HARRIS COLLEGE,GA,30582,www.yhc.edu/
1415,ULSTER BOCES-SCHOOL OF PRACTICAL NURSING,NY,12466,www.ulsterboces.org/
1416,FORTIS COLLEGE-MONTGOMERY,AL,36117,www.fortis.edu/
1417,SOUTH TEXAS TRAINING CENTER,TX,78586,www.southtexastraining.com/
1418,NORTH FLORIDA COLLEGE,FL,32340,https://www.nfc.edu/
1419,TRINITY BAPTIST COLLEGE,FL,32221,www.tbc.edu/
1420,HELENA COLLEGE UNIVERSITY OF MONTANA,MT,59601,www.helenacollege.edu/
1421,CUNY LEHMAN COLLEGE,NY,10468,www.lehman.edu/
1422,RICHMOND COMMUNITY COLLEGE,NC,28345,www.richmondcc.edu/
1423,CET-ALEXANDRIA,VA,22312,https://cetweb.edu/
1424,PROFESSIONAL SKILLS INSTITUTE,OH,43537,www.proskills.edu/
1425,DORSEY SCHOOL OF BUSINESS-WAYNE,MI,48184,www.dorsey.edu/
1426,GALEN COLLEGE OF NURSING-TAMPA BAY,FL,33716,www.galencollege.edu/tampabay
1427,CONTINENTAL SCHOOL OF BEAUTY CULTURE-MATTYDALE,NY,13211,continentalschoolofbeauty.edu/
1428,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,CA,94612,www.acchs.edu/
1429,ART ACADEMY OF CINCINNATI,OH,45202,www.artacademy.edu/
1430,SABER COLLEGE,FL,33134,sabercollege.edu/
1431,MILLENNIUM TRAINING INSTITUTE,MA,01801,www.millennium.edu/
1432,WILLIAM JAMES COLLEGE,MA,02459,www.williamjames.edu/
1433,AMERICAN BUSINESS AND TECHNOLOGY UNIVERSITY,MO,64506,https://abtu.edu/
1434,STAUTZENBERGER COLLEGE-MAUMEE,OH,43537,https://www.sctoday.edu/
1435,LEBANON VALLEY COLLEGE,PA,17003,www.lvc.edu/
1436,OAKLAND COMMUNITY COLLEGE,MI,48304,https://www.oaklandcc.edu/
1437,COZMO BEAUTY SCHOOL,FL,34135,www.cozmo.edu/
1438,CUNY MEDGAR EVERS COLLEGE,NY,11225,https://ares.mec.cuny.edu/
1439,UNIVERSIDAD TEOLOGICA DEL CARIBE,PR,00978,www.utcpr.edu/
1440,MODERN HAIRSTYLING INSTITUTE-ARECIBO,PR,00612,www.modern.edu/
1441,ALABAMA STATE COLLEGE OF BARBER STYLING,AL,35071,www.ascbs.edu/
1442,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,85282,www.scnm.edu/
1443,COSMETOLOGY TRAINING CENTER,LA,70503,cosmetlafayettela.com/
1444,DIMAN REGIONAL TECHNICAL INSTITUTE,MA,02723,www.dimanregional.org/
1445,FLORIDA MEMORIAL UNIVERSITY,FL,33054,www.fmuniv.edu/
1446,AVENUE FIVE INSTITUTE,TX,78757,www.avenuefive.edu/
1447,THE SALON PROFESSIONAL ACADEMY-KENOSHA,WI,53142,kenoshatspa.com/
1448,NORTHLAND PIONEER COLLEGE,AZ,86025,www.npc.edu/
1449,ESTELLE SKIN CARE AND SPA INSTITUTE,IL,60077,www.estelle.edu/
1450,DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER,IA,50312,www.dmu.edu/
1451,SOMA INSTITUTE-THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,IL,60604,www.soma.edu/
1452,HACIENDA LA PUENTE ADULT EDUCATION,CA,91746,www.hlpae.com/
1453,THE INSTITUTE OF BEAUTY AND WELLNESS,WI,53202,www.ibw.edu/
1454,EMPIRE BEAUTY SCHOOL-NW PHOENIX,AZ,85051,www.empire.edu/
1455,CALIFORNIA STATE UNIVERSITY-FRESNO,CA,93740,www.fresnostate.edu/
1456,VICTOR VALLEY COLLEGE,CA,92395,www.vvc.edu/
1457,DENVER SEMINARY,CO,80120,www.denverseminary.edu/
1458,CALIFORNIA STATE UNIVERSITY-LOS ANGELES,CA,90032,www.calstatela.edu/
1459,COAST COMMUNITY COLLEGE DISTRICT OFFICE,CA,92626,www.cccd.edu/
1460,VENTURA ADULT AND CONTINUING EDUCATION,CA,93003,www.adultedventura.edu/
1461,MILLIKIN UNIVERSITY,IL,62522,https://millikin.edu/
1462,E Q SCHOOL OF HAIR DESIGN,IA,51501,www.eqschool.net/
1463,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,CA,90033,dhs.lacounty.gov/wps/portal/dhs/conah/
1464,BIOLA UNIVERSITY,CA,90639,https://www.biola.edu/
1465,UNIVERSITY OF MASSACHUSETTS-LOWELL,MA,01854,www.uml.edu/
1466,LOWER COLUMBIA COLLEGE,WA,98632,https://lowercolumbia.edu/
1467,SAINT NORBERT COLLEGE,WI,54115,www.snc.edu/
1468,FRESNO PACIFIC UNIVERSITY,CA,93702,www.fresno.edu/
1469,ROCHESTER INSTITUTE OF TECHNOLOGY,NY,14623,www.rit.edu/
1470,ROSS MEDICAL EDUCATION CENTER-ROOSEVELT PARK,MI,49441,www.rosseducation.edu/
1471,CDA TECHNICAL INSTITUTE,FL,32208,cda.edu/
1472,ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,85007,www.roberto-venn.com/
1473,IBMC COLLEGE,CO,80525,www.ibmc.edu/
1474,SAINT ELIZABETH SCHOOL OF NURSING,IN,47904,https://www.steson.org/
1475,BERKSHIRE COMMUNITY COLLEGE,MA,01201,www.berkshirecc.edu/
1476,MITCHELLS ACADEMY,NC,27606,www.mitchells.edu/
1477,CAPSTONE COLLEGE,CA,91103,www.capstonecollege.edu/
1478,G SKIN & BEAUTY INSTITUTE,IL,60523,www.gskinbeautyinstitute.edu/
1479,CANNELLA SCHOOL OF HAIR DESIGN-VILLA PARK,IL,60181,cannellabeautyschools.com/
1480,EMPIRE BEAUTY SCHOOL-UNION,NJ,07083,www.empire.edu/
1481,DUNWOODY COLLEGE OF TECHNOLOGY,MN,55403,www.dunwoody.edu/
1482,GOSHEN SCHOOL OF COSMETOLOGY,MS,38732,https://www.goshenschoolofcosmetology.co/
1483,MCI,TX,78501,www.mcallencareersinstitute.com/
1484,ESTEEM ACADEMY OF BEAUTY,UT,84403,www.esteem-academy.com/
1485,PEARLANDS INNOVATIVE SCHOOL OF BEAUTY,TX,77584,www.pearlandinnovative.com/
1486,INDIAN BIBLE COLLEGE,AZ,86004,https://www.indianbible.org/
1487,THE PROFESSIONAL COSMETOLOGY ACADEMY,TX,78041,https://www.tpcalaredo.com/
1488,WESTERN MARICOPA EDUCATION CENTER - SOUTHWEST CAMPUS,AZ,85326,NOT AVAILABLE
1489,PAUL MITCHELL THE SCHOOL-SPRINGFIELD,MO,65807,springfield.paulmitchell.edu/
1490,WITHLACOOCHEE TECHNICAL COLLEGE,FL,34450,www.wtcollege.org/
1491,WILLIAM T MCFATTER TECHNICAL COLLEGE,FL,33317,www.mcfattertechnicalcollege.edu/
1492,UNIVERSITY OF PUERTO RICO-MEDICAL SCIENCES,PR,00936,www.rcm.upr.edu/
1493,WASHINGTON BARBER COLLEGE INC,AR,72209,www.washingtonbarbercollege.edu/
1494,THE VOCATIONAL NURSING INSTITUTE INC,TX,77065,www.vocationalnursinginstitute.com/
1495,EMPIRE BEAUTY SCHOOL-NORTHLAKE,GA,30345,www.empire.edu/
1496,BEVERLY HILLS DESIGN INSTITUTE,CA,90211,https://www.bhdi.edu/
1497,AESTHETIC SCIENCE INSTITUTE,NY,12110,www.aestheticscienceinstitute.edu/
1498,MKG BEAUTY & BUSINESS,RI,02920,www.mkgacademy.edu/
1499,EMPIRE BEAUTY SCHOOL-MANHATTAN,NY,10001,www.empire.edu/
1500,MINGO EXTENDED LEARNING CENTER,WV,25670,www.mingoschools.com/Domain/15
1501,DES MOINES AREA COMMUNITY COLLEGE,IA,50023,www.dmacc.edu/
1502,CONSTRUCTION TRAINING CENTER,SC,29209,www.ctcworks.com/
1503,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,MN,56241,www.mnwest.edu/
1504,HENNEPIN TECHNICAL COLLEGE,MN,55445,www.hennepintech.edu/
1505,AVALON SCHOOL OF COSMETOLOGY,MN,56187,www.avaloncosmetologyschool.com/
