id,name,state,zip,website
3602,ASPEN UNIVERSITY,CO,80222,www.aspen.edu/
3603,VERVE COLLEGE,IL,60523,www.vervecollege.edu/
3604,INTERNATIONAL AIR AND HOSPITALITY ACADEMY,WA,98661,www.aha.edu/
3605,BJ'S BEAUTY & BARBER COLLEGE,WA,98409,www.bjsbeautyandbarbercollege.com/
3606,THOMAS MORE UNIVERSITY,KY,41017,www.thomasmore.edu/
3607,PCI ACADEMY-PLYMOUTH,MN,55446,www.pci-academy.com/
3608,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,FL,32504,www.psmthc.com/
3609,LIVING ARTS COLLEGE,NC,27614,living-arts-college.edu/
3610,TRANSYLVANIA UNIVERSITY,KY,40508,https://www.transy.edu/
3611,SEMINOLE STATE COLLEGE OF FLORIDA,FL,32773,https://www.seminolestate.edu/
3612,XAVIER UNIVERSITY OF LOUISIANA,LA,70125,https://www.xula.edu/
3613,UNIVERSITY OF PUERTO RICO-CENTRAL ADMINISTRATION,PR,00936,www.upr.edu/
3614,TUCSON COLLEGE OF BEAUTY,AZ,85705,tucsoncollegeofbeauty.com/
3615,ROCKHURST UNIVERSITY,MO,64110,https://www.rockhurst.edu/
3616,INSTITUTE OF MEDICAL CAREERS,PA,15235,https://www.imbc.edu/
3617,RHODE ISLAND SCHOOL OF DESIGN,RI,02903,www.risd.edu/
3618,TREND BARBER COLLEGE,TX,77071,trendbarbercollege.com/
3619,REMINGTON COLLEGE-NASHVILLE CAMPUS,TN,37214,www.remingtoncollege.edu/nashville-tennessee-career-colleges-overview
3620,W L BONNER COLLEGE,SC,29203,www.wlbc.edu/
3621,UNITED STATES UNIVERSITY,CA,92108,https://www.usuniversity.edu/
3622,PENNSYLVANIA STATE UNIVERSITY-PENN STATE ALTOONA,PA,16601,altoona.psu.edu/
3623,GERMANNA COMMUNITY COLLEGE,VA,22508,www.germanna.edu/
3624,QUINNIPIAC UNIVERSITY,CT,06518,www.qu.edu/
3625,PAUL MITCHELL THE SCHOOL-MURFREESBORO,TN,37129,www.paulmitchelltheschool.com/
3626,UNIVERSITY OF ADVANCING TECHNOLOGY,AZ,85283,www.uat.edu/
3627,REMINGTON COLLEGE-MEMPHIS CAMPUS,TN,38132,www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview
3628,YOSEMITE COMMUNITY COLLEGE DISTRICT OFFICE,CA,95358,www.yosemite.edu/
3629,SAVANNAH STATE UNIVERSITY,GA,31404,www.savannahstate.edu/
3630,NORTHWESTERN STATE UNIVERSITY OF LOUISIANA,LA,71497,www.nsula.edu/
3631,METROPOLITAN COMMUNITY COLLEGE-KANSAS CITY,MO,64111,www.mcckc.edu/
3632,BLOOMFIELD COLLEGE,NJ,07003,www.bloomfield.edu/
3633,SAN DIEGO COMMUNITY COLLEGE DISTRICT-DISTRICT OFFICE,CA,92108,www.sdccd.edu/
3634,WEST VALLEY MISSION COMMUNITY COLLEGE DISTRICT OFFICE,CA,95070,westvalley.edu/
3635,SOUTHWESTERN COMMUNITY COLLEGE,IA,50801,www.swcciowa.edu/
3636,CHARLESTON SCHOOL OF BEAUTY CULTURE,WV,25301,charlestonschoolofbeautyculture.com/
3637,UNIVERSIDAD DEL SAGRADO CORAZON,PR,00907,www.sagrado.edu/
3638,WARRENSBURG AREA CAREER CENTER,MO,64093,wacc.warrensburgr6.org/
3639,HENRICO COUNTY-SAINT MARYS HOSPITAL SCHOOL OF PRACTICAL NURSING,VA,23294,blogs.henrico.k12.va.us/adulteducation/licensed-practical-nursing/
3640,TRINITY COLLEGE OF PUERTO RICO,PR,00716,www.trinitypr.edu/
3641,KENNETH SHULER SCHOOL OF COSMETOLOGY-ROCK HILL,SC,29730,www.kennethshuler.com/
3642,AMERICAN COLLEGE OF HAIR DESIGN INC,MO,65301,www.americancollegeofhairdesign.com/
3643,LIL LOU'S BEAUTY AND BARBER COLLEGE,IN,46409,www.lillousbeautyandbarbercollege.com/
3644,ONONDAGA CORTLAND MADISON BOCES,NY,13088,ocmboces.org/
3645,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,FL,33125,www.sf-institute.com/
3646,BAIS MEDRASH TORAS CHESED,NJ,08701,www.bmtc.edu/
3647,CEM COLLEGE-BAYAMON,PR,00961,www.cemcollege.edu/
3648,NEW TYLER BARBER COLLEGE INC,AR,72114,newtylerbarbercollege.edu/
3649,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,CT,06071,www.nettts.com/
3650,STAGE ONE-THE HAIR SCHOOL,LA,70605,www.stageoneinc.com/
3651,COLBY COLLEGE,ME,04901,www.colby.edu/
3652,SPECS HOWARD SCHOOL OF MEDIA ARTS,MI,48033,www.specshoward.edu/
3653,BLESSING RIEMAN COLLEGE OF NURSING AND HEALTH SCIENCES,IL,62305,www.brcn.edu/
3654,DON ROBERTS SCHOOL OF HAIR DESIGN,IN,46375,www.donrobertsspaschool.com/
3655,SAINT FRANCIS MEDICAL CENTER SCHOOL OF NURSING,NJ,08629,www.stfrancismedical.org/Education/School-of-Nursing.aspx
3656,AMERICAN COLLEGE OF FINANCIAL SERVICES,PA,19406,https://www.theamericancollege.edu/
3657,INTERNATIONAL BEAUTY SCHOOL 4,WV,25401,www.theinternationalbeautyschool.com/
3658,MASSACHUSETTS MARITIME ACADEMY,MA,02532,https://www.maritime.edu/
3659,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,MA,01105,www.stcc.edu/
3660,MONTCLAIR STATE UNIVERSITY,NJ,07043,www.montclair.edu/
3661,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,FL,32114,worldwide.erau.edu/
3662,MADONNA UNIVERSITY,MI,48150,https://www.madonna.edu/
3663,UNIVERSITY OF CONNECTICUT-HARTFORD CAMPUS,CT,06103,hartford.uconn.edu/
3664,ALLGOOD BEAUTY INSTITUTE,TX,75033,allgoodbeauty.com/
3665,YESHIVA OF OCEAN,NY,12435,yeshivaofocean.com/
3666,CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER,NY,11219,yeshivaaleksander.org/
3667,SUNCOAST TECHNICAL EDUCATION CENTER -,FL,34613,NOT AVAILABLE
3668,GREAT LAKES BOAT BUILDING SCHOOL,MI,49719,www.glbbs.edu/
3669,PCI ACADEMY-IOWA CITY,IA,52240,https://pci-academy.com/
3670,BOWIE STATE UNIVERSITY,MD,20715,www.bowiestate.edu/
3671,MAHARISHI INTERNATIONAL UNIVERSITY,IA,52557,https://www.mum.edu/
3672,CONCORDE CAREER COLLEGE-SOUTHAVEN,MS,38671,https://www.concorde.edu/campus/southaven-mississippi
3673,ACADEMY FOR CAREERS AND TECHNOLOGY,SC,29574,www.mcact.org/
3674,FAIRFAX UNIVERSITY OF AMERICA,VA,22030,https://www.fxua.edu/
3675,PHIPPS ACADEMY OF BARBERING,IL,60471,www.ultimatetouchbarbercollege1.com/
3676,OHIO UNIVERSITY-LANCASTER CAMPUS,OH,43130,https://www.ohio.edu/lancaster/
3677,CABRINI UNIVERSITY,PA,19087,www.cabrini.edu/
3678,SOUTHERN VIRGINIA UNIVERSITY,VA,24416,www.svu.edu/
3679,EMPIRE BEAUTY SCHOOL-WEST PALM,FL,33409,www.empire.edu/
3680,HERZING UNIVERSITY-KENOSHA,WI,53140,https://www.herzing.edu/
3681,AVEDA ARTS & SCIENCES INSTITUTE-COVINGTON,LA,70433,avedaarts.edu/
3682,GOGEBIC COMMUNITY COLLEGE,MI,49938,www.gogebic.edu/
3683,OREGON STATE UNIVERSITY-CASCADES CAMPUS,OR,97702,https://osucascades.edu/
3684,CONCORDE CAREER INSTITUTE-ORLANDO,FL,32803,https://www.concorde.edu/campus/orlando-florida
3685,PIONEER CAREER AND TECHNOLOGY CENTER,OH,44875,www.pctc.k12.oh.us/
3686,INDIANA UNIVERSITY-EAST,IN,47374,www.iue.edu/
3687,LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,CA,93230,www.lawrenceandco.net/
3688,EMPIRE BEAUTY SCHOOL-ROCHESTER,NY,14626,www.empire.edu/
3689,COMMUNITY COLLEGE OF BEAVER COUNTY,PA,15061,https://www.ccbc.edu/
3690,BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,LA,71108,blalockbeauty.com/
3691,SUSQUEHANNA UNIVERSITY,PA,17870,www.susqu.edu/
3692,UNIVERSITY OF SOUTH CAROLINA-LANCASTER,SC,29720,www.sc.edu/about/system_and_campuses/lancaster/index.php
3693,UNIVERSITY OF PHOENIX-MICHIGAN,MI,48076,https://www.phoenix.edu
3694,NORTHWEST COLLEGE-MEDFORD,OR,97504,www.nwcollege.edu/
3695,TRINITY COLLEGE,CT,06106,https://www.trincoll.edu/
3696,CARRINGTON COLLEGE-ADMINISTRATIVE OFFICE,CA,95826,https://carrington.edu/
3697,SOUTHEAST TEXAS CAREER INSTITUTE,TX,77656,www.setxci.com/
3698,COASTLINE BEAUTY COLLEGE,CA,92708,www.coastlinebeauty.edu/
3699,NORTHWEST TECHNICAL INSTITUTE,AR,72764,www.nwti.edu/
3700,COLLEGE OF SAN MATEO,CA,94402,www.collegeofsanmateo.edu/
3701,CENTRAL CAROLINA TECHNICAL COLLEGE,SC,29150,www.cctech.edu/
3702,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT LOS ANGELES,CA,90017,https://www.thechicagoschool.edu/los-angeles/
3703,CALVIN THEOLOGICAL SEMINARY,MI,49546,www.calvinseminary.edu/
3704,DAVIS TECHNICAL COLLEGE,UT,84037,https://www.davistech.edu/
3705,ST. THOMAS UNIVERSITY,FL,33054,www.stu.edu/
3706,CANNELLA SCHOOL OF HAIR DESIGN-CHICAGO,IL,60617,cannellabeautyschools.com/
3707,WASHINGTON COLLEGE,MD,21620,www.washcoll.edu/
3708,THANH LE COLLEGE SCHOOL OF COSMETOLOGY,CA,92840,www.thanhlecollege.com/
3709,EMPIRE BEAUTY SCHOOL-MONROEVILLE,PA,15146,www.empire.edu/
3710,LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,NY,14221,www.leonstudioone.com/school/
3711,CHARLES H MCCANN TECHNICAL SCHOOL,MA,01247,www.mccanntech.org/
3712,OHIO STATE SCHOOL OF COSMETOLOGY-CANAL WINCHESTER,OH,43110,https://salonschools.ohiostate.edu/
3713,UNIVERSITY OF NEW MEXICO-TAOS CAMPUS,NM,87557,taos.unm.edu/index.html
3714,INSTITUTE OF HEALTH & TECHNOLOGY,MS,39402,iht.edu/
3715,OKALOOSA TECHNICAL COLLEGE,FL,32547,www.otcollege.net/
3716,ST CLAIR COUNTY COMMUNITY COLLEGE,MI,48061,www.sc4.edu/
3717,BLUE CLIFF COLLEGE-HOUMA,LA,70360,bluecliffcollege.edu/
3718,UNIVERSITY OF NORTHWESTERN-ST PAUL,MN,55113,https://www.unwsp.edu/
3719,SAGINAW CHIPPEWA TRIBAL COLLEGE,MI,48858,www.sagchip.edu/
3720,BETH HAMEDRASH SHAAREI YOSHER INSTITUTE,NY,11204,bhsy.edu/
3721,UNIVERSITY OF SIOUX FALLS,SD,57105,www.usiouxfalls.edu/
3722,LAREDO BEAUTY COLLEGE INC,TX,78040,www.laredobeautycollege.net/
3723,EMPIRE BEAUTY SCHOOL-SPRING LAKE PARK,MN,55432,www.empire.edu/
3724,GEORGETOWN COLLEGE,KY,40324,www.georgetowncollege.edu/
3725,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,68198,www.unmc.edu/
3726,ROBERT FIANCE BEAUTY SCHOOLS,FL,33435,www.robertfiance.edu/
3727,ST FRANCIS MEDICAL CENTER-SCHOOL OF RADIOLOGIC TECHNOLOGY,NJ,08629,www.stfrancismedical.org/Education/School-of-Radiologic-Technology.aspx
3728,CUNY HOSTOS COMMUNITY COLLEGE,NY,10451,www.hostos.cuny.edu/
3729,CUNY YORK COLLEGE,NY,11451,www.york.cuny.edu/
3730,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SCHOOL OF LAW,PR,00936,www.derecho.inter.edu/inter/
3731,NORTHWEST COLLEGE-TUALATIN,OR,97062,www.nwcollege.edu/
3732,STONEHILL COLLEGE,MA,02357,https://www.stonehill.edu/
3733,FLAGLER COLLEGE,FL,32084,https://www.flagler.edu/
3734,RENAISSANCE ACADEMIE,UT,84604,www.hairschoolonline.com/
3735,WARNER PACIFIC UNIVERSITY PROFESSIONAL AND GRADUATE STUDIES,OR,97266,www.warnerpacific.edu/
3736,HEARTLAND COMMUNITY COLLEGE,IL,61761,www.heartland.edu/
3737,UNIVERSITY OF VERMONT,VT,05405,www.uvm.edu/
3738,ANTIOCH UNIVERSITY-SYSTEM ADMINISTRATION,OH,45387,www.antioch.edu/
3739,COMMUNITY CHRISTIAN COLLEGE,CA,92374,https://www.cccollege.edu/
3740,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,17202,www.franklincountylpn.org/
3741,CALIFORNIA CHRISTIAN COLLEGE,CA,93727,www.calchristiancollege.edu/
3742,GRAYSON COLLEGE,TX,75020,grayson.edu/
3743,JOHN TYLER COMMUNITY COLLEGE,VA,23831,https://jtcc.edu/
3744,MADISON AREA TECHNICAL COLLEGE,WI,53704,madisoncollege.edu/
3745,NORTH PARK UNIVERSITY,IL,60625,www.northpark.edu/
3746,AVIATION INSTITUTE OF MAINTENANCE-HOUSTON,TX,77061,https://www.aviationmaintenance.edu/campuses/houston-tx/index.html
3747,ECPI UNIVERSITY,VA,23462,www.ecpi.edu/
3748,ADVANCE BEAUTY COLLEGE,CA,92843,www.advancebeautycollege.com/
3749,GNOMON,CA,90038,https://www.gnomon.edu/
3750,CET-SOLEDAD,CA,93960,https://cetweb.edu/
3751,BRIDGES BEAUTY COLLEGE,CA,92395,www.bridgesbeautycollege.com/
3752,IOWA SCHOOL OF BEAUTY-SIOUX CITY,IA,51106,iowaschoolofbeauty.com/
3753,NEW ORLEANS BAPTIST THEOLOGICAL SEMINARY,LA,70126,www.nobts.edu/
3754,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,15224,www.ahn.org/education/west-penn-hospital-school-nursing
3755,AMERICAN UNIVERSITY OF PUERTO RICO,PR,00960,aupr.edu/
3756,PERALTA COMMUNITY COLLEGE SYSTEM OFFICE,CA,94606,www.peralta.edu/
3757,SAN FRANCISCO ART INSTITUTE,CA,94133,www.sfai.edu/
3758,CHARLES A JONES CAREER AND EDUCATION CENTER,CA,95824,www.caj.scusd.edu/
3759,NORTH IOWA AREA COMMUNITY COLLEGE,IA,50401,www.niacc.edu/
3760,SHORELINE COMMUNITY COLLEGE,WA,98133,www.shoreline.edu/
3761,SAINT AMBROSE UNIVERSITY,IA,52803,www.sau.edu/
3762,BENNETT COLLEGE,NC,27401,www.bennett.edu/
3763,FAYETTEVILLE STATE UNIVERSITY,NC,28301,https://www.uncfsu.edu/
3764,ATHENAEUM OF OHIO,OH,45230,www.athenaeum.edu/
3765,UNION THEOLOGICAL SEMINARY IN THE CITY OF NEW YORK,NY,10027,utsnyc.edu/
3766,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,10029,icahn.mssm.edu/
3767,CAYUGA ONONDAGA BOCES-PRACTICAL NURSING PROGRAM,NY,13021,www.cayboces.org/
3768,THE BEAUTY INSTITUTE,FL,33409,thebeautyinstitute.edu/
3769,PAUL MITCHELL THE SCHOOL-NORTH HAVEN,CT,06473,paulmitchell.edu/northhaven
3770,ITASCA COMMUNITY COLLEGE,MN,55744,https://www.itascacc.edu/
3771,PACIFICA GRADUATE INSTITUTE,CA,93013,www.pacifica.edu/
3772,PEARL RIVER COMMUNITY COLLEGE,MS,39470,www.prcc.edu/
3773,GREAT LAKES TRUCK DRIVING SCHOOL,OH,44028,greatlakestds.com/
3774,REFORMED UNIVERSITY,GA,30043,runiv.edu/
3775,CHRISTINA AND COMPANY EDUCATION CENTER,IN,47905,www.ccedcenter.com/
3776,MERIDIAN UNIVERSITY,CA,94952,meridianuniversity.edu/
3777,PREMIERE INTERNATIONAL COLLEGE,FL,33901,picollege.edu/
3778,NATIONAL AMERICAN UNIVERSITY-KINGS BAY,GA,31547,www.national.edu/locations/campuses/kings-bay/
3779,GATHER 4 HIM CHRISTIAN COLLEGE,WA,99336,https://college.gather4him.net/
3780,SAN JOAQUIN VALLEY COLLEGE-ATASCADERO,CA,93422,https://www.sjvc.edu/
3781,COLUMBIA COLLEGE - IMPERIAL,CA,92251,NOT AVAILABLE
3782,EDP UNIVERSITY OF PUERTO RICO-HUMACAO,PR,00791,www.edpuniversity.edu/
3783,STRAYER UNIVERSITY - MONTGOMERY CAMPUS,AL,36104,NOT AVAILABLE
3784,CALIFORNIA INTERCONTINENTAL UNIVERSITY,CA,92614,https://www.caluniversity.edu/
3785,NORTHWEST UNIVERSITY-COLLEGE OF ADULT AND PROFESSIONAL STUDIES,WA,98033,www.northwestu.edu/
3786,CHAMBERLAIN UNIVERSITY-NEVADA,NV,89144,https://www.chamberlain.edu/
3787,GEORGIA HIGHLANDS COLLEGE,GA,30161,www.highlands.edu/
3788,ILLINOIS CENTRAL COLLEGE,IL,61635,icc.edu/
3789,UNIVERSITY OF KANSAS,KS,66045,https://ku.edu/
3790,HOSS LEE ACADEMY,CA,95661,hossleeacademy.com/
3791,SAINT LOUIS COMMUNITY COLLEGE,MO,63044,https://www.stlcc.edu/
3792,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,PA,16509,www.lecom.edu/
3793,SUMMIT SALON ACADEMY-LEXINGTON,KY,40505,www.summitsalonacademy.org/
3794,UNIVERSAL TECHNICAL INSTITUTE OF ARIZONA INC,AZ,85323,www.uti.edu/
3795,CARNEGIE MELLON UNIVERSITY,PA,15213,www.cmu.edu/
3796,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,GA,31793,https://www.abac.edu/
3797,THE UNIVERSITY OF AMERICA,CA,92590,ua-edu.us/
3798,CHRISTIE'S EDUCATION,NY,10020,www.christies.edu/
3799,ROSS MEDICAL EDUCATION CENTER-MORGANTOWN,WV,26505,www.rosseducation.edu/
3800,HIGHLAND COMMUNITY COLLEGE,KS,66035,www.highlandcc.edu/
3801,CENTRAL CAROLINA COMMUNITY COLLEGE,NC,27330,www.cccc.edu/
3802,PITTSBURGH CAREER INSTITUTE,PA,15219,https://www.pci.edu/
3803,WILLIAM R MOORE COLLEGE OF TECHNOLOGY,TN,38104,www.mooretech.edu/
3804,UNIVERSITY OF WISCONSIN-STOUT,WI,54751,www.uwstout.edu/
3805,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PA,17701,https://www.pct.edu/
3806,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSBORO,TN,37757,https://www.tcatjacksboro.edu/
3807,BOS-MAN'S BARBER COLLEGE,LA,71108,www.bosmansbarbercollege.com/
3808,AMARILLO COLLEGE,TX,79109,www.actx.edu/
3809,SOUTHWESTERN ILLINOIS COLLEGE,IL,62221,https://www.swic.edu/
3810,UNIVERSITY OF LOUISVILLE,KY,40292,www.louisville.edu/
3811,UNIVERSITY OF MICHIGAN-ANN ARBOR,MI,48109,https://umich.edu/
3812,ANTIOCH COLLEGE,OH,45387,antiochcollege.edu/
3813,CENTRAL GEORGIA TECHNICAL COLLEGE,GA,31088,www.centralgatech.edu/
3814,EMPIRE BEAUTY SCHOOL-FLAGSTAFF,AZ,86004,www.empire.edu/
3815,UNIVERSITY OF WISCONSIN-SYSTEM ADMINISTRATION,WI,53706,https://www.wisconsin.edu/
3816,APPALACHIAN STATE UNIVERSITY,NC,28608,www.appstate.edu/
3817,NORTH BENNET STREET SCHOOL,MA,02109,www.nbss.edu/
3818,EAST CENTRAL COMMUNITY COLLEGE,MS,39327,https://www.eccc.edu/
3819,KEHILATH YAKOV RABBINICAL SEMINARY,NY,10562,kehilathyakov.com/
3820,SUNY POLYTECHNIC INSTITUTE,NY,13502,www.sunypoly.edu/
3821,OREGON COAST COMMUNITY COLLEGE,OR,97366,www.oregoncoastcc.org/
3822,BLESSING HOSPITAL SCHOOL OF MEDICAL LABORATORY TECHNOLOGY,IL,62305,www.blessinghealthsystem.org/
3823,ACADEMY OF HAIR DESIGN-LUFKIN,TX,75904,lufkinhairdesign.com/
3824,GUAM COMMUNITY COLLEGE,GU,96913,www.guamcc.edu/
3825,BLUE HILLS REGIONAL TECHNICAL SCHOOL,MA,02021,www.bluehills.org/postgraduate-practical-nursing-program/
3826,WORD OF LIFE BIBLE INSTITUTE,NY,12860,www.wordoflife.edu/
3827,CHICAGO THEOLOGICAL SEMINARY,IL,60637,https://www.ctschicago.edu/
3828,"FIRST INSTITUTE OF TRAVEL, INC.",IL,60014,www.firstinstitute.edu/
3829,JOSEPH'S COLLEGE COSMETOLOGY,NE,68505,josephscollege.edu/
3830,BELLEVUE UNIVERSITY,NE,68005,www.bellevue.edu/
3831,NEW ENGLAND COLLEGE,NH,03242,www.nec.edu/
3832,WILEY COLLEGE,TX,75670,wileyc.edu/
3833,GENEVA COLLEGE,PA,15010,www.geneva.edu/
3834,LANSDALE SCHOOL OF BUSINESS,PA,19454,www.lsb.edu/
3835,MCMURRY UNIVERSITY,TX,79697,https://ww2.mcm.edu/
3836,MYOTHERAPY COLLEGE OF UTAH,UT,84107,myotherapycollege.com/
3837,CARRINGTON COLLEGE-ALBUQUERQUE,NM,87107,https://carrington.edu/
3838,DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,NC,28801,daoisttraditions.edu/
3839,DAYTON BARBER COLLEGE,OH,45342,www.daytonbarbercollege.edu/
3840,TONI & GUY HAIRDRESSING ACADEMY-COLORADO SPRINGS,CO,80918,https://coloradosprings.toniguy.edu/
3841,HERITAGE CHRISTIAN UNIVERSITY,AL,35630,www.hcu.edu/
3842,MICHAELS SCHOOL OF HAIR DESIGN AND ESTHETICS-PAUL MITCHELL PARTNER SCHOOL,NH,03110,paulmitchell.edu/bedford
3843,AMERICAN SENTINEL UNIVERSITY,CO,80231,www.americansentinel.edu/
3844,SOUTH SEATTLE COLLEGE,WA,98106,southseattle.edu/
3845,OHLONE COLLEGE,CA,94539,www.ohlone.edu/
3846,TRINITY EPISCOPAL SCHOOL FOR MINISTRY,PA,15003,www.tsm.edu/
3847,PARAMOUNT BEAUTY ACADEMY,OH,45662,www.paramountbeautyacademy.com/
3848,BENEDICT COLLEGE,SC,29204,www.benedict.edu/
3849,WEST VIRGINIA UNIVERSITY HOSPITAL DEPARTMENTS OF RAD TECH AND NUTRITION,WV,26506,https://www.wvuhradtech.com/
3850,ANTIOCH UNIVERSITY-NEW ENGLAND,NH,03431,www.antiochne.edu/
3851,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT LPN CAREER,PA,17837,www.csiu.org/lpn
3852,FORTIS COLLEGE-CINCINNATI,OH,45246,www.fortis.edu/
3853,UNIVERSITY OF SOUTH CAROLINA-UNION,SC,29379,www.sc.edu/about/system_and_campuses/union/index.php
3854,GLENVILLE STATE COLLEGE,WV,26351,www.glenville.edu/
3855,CAREER DEVELOPMENT INSTITUTE INC,CA,90035,cdi.edu/
3856,SOUTHERN UNIVERSITY-BOARD AND SYSTEM,LA,70813,www.sus.edu/
3857,UNIFICATION THEOLOGICAL SEMINARY,NY,10036,https://www.uts.edu/
3858,CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS,CA,90747,https://www.csudh.edu/
3859,COMPTON COLLEGE,CA,90221,www.compton.edu/
3860,PITTSBURG STATE UNIVERSITY,KS,66762,www.pittstate.edu/
3861,READING AREA COMMUNITY COLLEGE,PA,19603,https://www.racc.edu/
3862,UNIVERSITY OF REDLANDS,CA,92373,www.redlands.edu/
3863,INDIANA COUNTY TECHNOLOGY CENTER,PA,15701,www.ictc.edu/
3864,THE COLLEGE OF WESTCHESTER,NY,10606,www.cw.edu/
3865,HUMACAO COMMUNITY COLLEGE,PR,00791,www.hccpr.edu/
3866,ORANGE ULSTER BOCES-PRACTICAL NURSING PROGRAM,NY,10924,www.ouboces.org/
3867,NEW YORK COLLEGE OF HEALTH PROFESSIONS,NY,11791,www.nycollege.edu/
3868,BRANFORD ACADEMY OF HAIR AND COSMETOLOGY,CT,06405,www.branfordacademy.com/
3869,YESHIVAS BE'ER YITZCHOK,NJ,07208,https://yeshivasbeeryitzchok.org/
3870,HILLTOP BEAUTY SCHOOL,CA,94014,www.hilltopbeautyschool.com/
3871,NORTHWESTERN TECHNOLOGICAL INSTITUTE,MI,48075,www.northwesterntech.edu/
3872,MINNESOTA STATE UNIVERSITY MOORHEAD,MN,56563,https://www.mnstate.edu/
3873,HANNIBAL-LAGRANGE UNIVERSITY,MO,63401,www.hlg.edu/
3874,INTERDENOMINATIONAL THEOLOGICAL CENTER,GA,30314,www.itc.edu/
3875,MS ROBERTS ACADEMY OF BEAUTY CULTURE,IL,60162,www.msroberts-academy.com/
3876,BLUEFIELD COLLEGE,VA,24605,www.bluefield.edu/
3877,MORGANTOWN BEAUTY COLLEGE INC,WV,26505,www.morgantownbeautycollege.edu/
3878,EAST CENTRAL COLLEGE,MO,63084,www.eastcentral.edu/
3879,HONOLULU COMMUNITY COLLEGE,HI,96817,https://www.honolulu.hawaii.edu/
3880,DREW UNIVERSITY,NJ,07940,www.drew.edu/
3881,GOODFELLAS BARBER COLLEGE,AR,72204,www.gfbc.edu/
3882,SANS TECHNOLOGY INSTITUTE,MD,20852,www.sans.edu/
3883,ARIZONA COLLEGE OF NURSING-TAMPA,FL,33607,https://www.arizonacollege.edu/
3884,STOCKTON UNIVERSITY,NJ,08205,https://www.stockton.edu/
3885,BETHLEHEM COLLEGE & SEMINARY,MN,55415,bcsmn.edu/
3886,WAVE LEADERSHIP COLLEGE,VA,23454,wavecollege.edu/
3887,UNITED EDUCATION INSTITUTE - UEI COLLEGE - PHOENIX,AZ,85021,https://www.uei.edu/
3888,PAUL MITCHELL THE SCHOOL-TEMECULA,CA,92591,paulmitchell.edu/temecula/
3889,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,GA,30332,www.gatech.edu/
3890,FOSBRE ACADEMY OF HAIR DESIGN,WA,98502,www.fosbre.edu/
3891,CLAREMONT LINCOLN UNIVERSITY,CA,91711,https://claremontlincoln.edu/
3892,BRUNSWICK COMMUNITY COLLEGE,NC,28422,www.brunswickcc.edu/
3893,SAINT CHARLES BORROMEO SEMINARY-OVERBROOK,PA,19096,www.scs.edu/
3894,PENNSYLVANIA STATE UNIVERSITY-PENN STATE HARRISBURG,PA,17057,harrisburg.psu.edu
3895,OKLAHOMA CHRISTIAN UNIVERSITY,OK,73013,www.oc.edu/
3896,UNIVERSITY OF MEMPHIS,TN,38152,www.memphis.edu/
3897,FUTURE-TECH INSTITUTE,FL,33135,www.futuretechinstitute.com/
3898,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,27360,www.davidsonccc.edu/
3899,FORTIS INSTITUTE,TX,77060,https://www.fortis.edu/
3900,EMPIRE BEAUTY SCHOOL-NE PHILADELPHIA,PA,19154,www.empire.edu/
3901,NORTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,CA,92801,www.nocccd.edu/
3902,HAZELDEN BETTY FORD GRADUATE SCHOOL OF ADDICTION STUDIES,MN,55012,www.hazeldenbettyford.edu/
3903,KENNETH SHULER SCHOOL OF COSMETOLOGY-FLORENCE,SC,29501,www.kennethshuler.com/
3904,CINTA AVEDA INSTITUTE,CA,94108,www.cintaaveda.edu/
3905,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-CRUMP,TN,38327,www.tcatcrump.edu/
3906,ARLINGTON CAREER INSTITUTE,TX,75050,www.arlingtoncareerinstitute.edu/
3907,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,35010,www.cacc.edu/
